,User ID,Name,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Favorite Genres,Devices Used,Engagement Metrics,Customer Support Interactions
393,394,Whitney White,1963-04-17,Female,Veronicabury,2024-02-03,2025-02-02,Annual,Amex,Auto-renew,Occasional,Horror,Smartphone,Medium,9
394,395,Rhonda Coleman,2002-03-25,Male,Tonyaberg,2024-03-01,2025-03-01,Monthly,Amex,Auto-renew,Frequent,Horror,Smart TV,Medium,10
395,396,Jason Schmidt,1944-04-26,Male,Jeffreyport,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Regular,Drama,Smart TV,Low,0
396,397,Andrew Johnson,1957-12-17,Male,Port Sue,2024-03-04,2025-03-04,Annual,Visa,Manual,Frequent,Horror,Tablet,Medium,1
397,398,Chelsea Terrell,1961-09-29,Female,South Travis,2024-01-22,2025-01-21,Monthly,Visa,Manual,Regular,Horror,Smart TV,Low,4
398,399,Kevin Bridges,1963-03-07,Male,East Joshuaburgh,2024-01-26,2025-01-25,Monthly,Visa,Auto-renew,Frequent,Romance,Smart TV,High,2
399,400,Steven Moody,1986-06-24,Male,Lake William,2024-04-13,2025-04-13,Annual,Amex,Manual,Occasional,Comedy,Smart TV,High,7
400,401,Gina Aguilar,1994-10-15,Male,Karenborough,2024-01-29,2025-01-28,Monthly,Visa,Manual,Occasional,Romance,Smartphone,High,2
401,402,Olivia Harper,2004-06-22,Female,Port Charles,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Documentary,Smartphone,High,6
402,403,Christian Pruitt,1999-01-16,Male,Amandamouth,2024-02-10,2025-02-09,Monthly,Amex,Manual,Occasional,Sci-Fi,Tablet,Medium,0
403,404,Mark Rojas,1942-11-03,Female,Parkerfort,2024-03-13,2025-03-13,Annual,Visa,Manual,Frequent,Drama,Smart TV,High,5
404,405,Dr. Kelly Burgess,2003-01-28,Male,West Jillstad,2024-02-15,2025-02-14,Monthly,Mastercard,Auto-renew,Occasional,Horror,Smartphone,Low,0
405,406,Kiara Herrera,1954-07-17,Male,Simsland,2024-02-07,2025-02-06,Monthly,Mastercard,Manual,Frequent,Action,Smartphone,Low,4
406,407,Christina Steele,1941-01-29,Female,Ryanburgh,2024-01-20,2025-01-19,Monthly,Visa,Auto-renew,Regular,Horror,Tablet,Medium,0
407,408,Thomas Espinoza,1951-03-30,Female,Boyerville,2024-01-14,2025-01-13,Annual,Mastercard,Auto-renew,Frequent,Romance,Tablet,High,9
408,409,Joseph Young,1958-10-26,Female,New Pamela,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Documentary,Tablet,Low,9
409,410,Carlos Taylor,1964-12-17,Female,Roachville,2024-01-22,2025-01-21,Monthly,Amex,Auto-renew,Regular,Comedy,Smartphone,Medium,6
410,411,Christine Davis,1956-09-10,Female,East Christopherton,2024-01-10,2025-01-09,Monthly,Mastercard,Auto-renew,Occasional,Horror,Smartphone,Medium,8
411,412,Mark Lee,1934-04-03,Male,East Carolyn,2024-03-07,2025-03-07,Annual,Amex,Auto-renew,Regular,Action,Tablet,High,3
412,413,Matthew Johnson,1971-04-23,Male,South Nicoleport,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Frequent,Comedy,Smartphone,High,1
413,414,Katrina Hampton,1975-03-13,Male,Port Michael,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Occasional,Comedy,Smart TV,High,7
414,415,Russell Becker,1975-03-22,Female,Whitebury,2024-03-28,2025-03-28,Annual,Amex,Manual,Occasional,Drama,Smartphone,High,6
415,416,Katie Morris,1981-12-25,Male,Deleontown,2024-02-29,2025-02-28,Monthly,Amex,Manual,Frequent,Documentary,Smartphone,High,1
416,417,Zachary Mccoy,1987-01-27,Male,West Emilyborough,2024-02-05,2025-02-04,Monthly,Visa,Manual,Regular,Sci-Fi,Smartphone,High,6
417,418,Leslie Peters,1968-03-30,Male,Lake James,2024-02-19,2025-02-18,Monthly,Mastercard,Manual,Frequent,Romance,Smart TV,High,2
418,419,Christina Patterson,1985-11-04,Female,Rogersland,2024-03-16,2025-03-16,Monthly,Amex,Manual,Regular,Comedy,Smartphone,High,10
419,420,Kyle Williams,1940-02-27,Male,Lopezmouth,2024-04-02,2025-04-02,Monthly,Visa,Manual,Occasional,Action,Smartphone,Low,6
420,421,Brian Campos,1998-12-26,Female,Wallsfurt,2024-04-04,2025-04-04,Annual,Amex,Manual,Occasional,Drama,Smart TV,Low,1
421,422,Susan Hanson,1956-03-08,Male,Cameronside,2024-01-30,2025-01-29,Monthly,Visa,Auto-renew,Regular,Comedy,Smart TV,Low,4
422,423,Kathy Patterson,1986-08-17,Male,New Courtneyton,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Horror,Tablet,Medium,7
423,424,Ann Jackson,1967-12-04,Female,Port Amy,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Tablet,High,2
424,425,John Edwards,1944-08-31,Male,Randallhaven,2024-02-16,2025-02-15,Monthly,Visa,Manual,Occasional,Sci-Fi,Smartphone,Low,4
425,426,Mary Stewart,1969-12-31,Male,Lake Ryan,2024-02-15,2025-02-14,Monthly,Amex,Auto-renew,Regular,Romance,Tablet,Low,9
426,427,James Benson,1942-05-11,Female,Steinfort,2024-03-29,2025-03-29,Annual,Mastercard,Manual,Regular,Drama,Tablet,Low,5
427,428,Anthony Ramirez,2001-07-05,Male,Jonesborough,2024-01-30,2025-01-29,Annual,Amex,Auto-renew,Frequent,Drama,Smartphone,High,6
428,429,Wayne Walker,1956-04-13,Male,Kurtstad,2024-01-12,2025-01-11,Annual,Mastercard,Manual,Regular,Action,Smartphone,Medium,9
429,430,David Osborne,1998-09-22,Male,Johntown,2024-04-05,2025-04-05,Monthly,Mastercard,Auto-renew,Frequent,Romance,Smartphone,Medium,4
430,431,Dana Scott,1955-10-22,Male,Austinside,2024-02-11,2025-02-10,Annual,Amex,Manual,Occasional,Horror,Smartphone,High,4
431,432,Madison Shaw,1943-10-01,Female,Lake Timothy,2024-02-21,2025-02-20,Monthly,Mastercard,Auto-renew,Frequent,Action,Smart TV,High,6
432,433,Tanya Hall,1990-04-19,Male,South Scottburgh,2024-03-28,2025-03-28,Annual,Amex,Manual,Regular,Sci-Fi,Tablet,Medium,4
433,434,William Rangel,1955-10-30,Female,Vanessastad,2024-01-03,2025-01-02,Annual,Mastercard,Auto-renew,Regular,Drama,Smart TV,Low,10
434,435,Tanya Ramirez,1994-11-29,Female,Lake Matthewtown,2024-04-09,2025-04-09,Annual,Amex,Auto-renew,Occasional,Drama,Smart TV,High,5
435,436,Mary Jones,1962-02-14,Female,New Joseph,2024-02-06,2025-02-05,Annual,Visa,Manual,Regular,Documentary,Smartphone,Medium,0
436,437,Dawn Malone,1966-12-07,Female,Victoriaton,2024-03-09,2025-03-09,Annual,Mastercard,Auto-renew,Regular,Action,Smartphone,Medium,9
437,438,Sherry Benson,1986-11-04,Male,North Mariotown,2024-01-18,2025-01-17,Annual,Mastercard,Auto-renew,Regular,Action,Tablet,Low,3
438,439,Sarah Saunders,1969-05-07,Male,Annchester,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Occasional,Action,Smart TV,Medium,7
439,440,Andrew Castro,1947-08-07,Male,North Timothychester,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Comedy,Tablet,High,7
440,441,Pamela Martinez,1994-09-15,Male,East Jasmine,2024-01-19,2025-01-18,Monthly,Mastercard,Auto-renew,Frequent,Horror,Smart TV,High,4
441,442,Debra Davis,1975-11-10,Female,Lake Jennifer,2024-04-05,2025-04-05,Annual,Amex,Manual,Regular,Sci-Fi,Smartphone,Low,2
442,443,Terry Jones,1976-03-26,Male,Matthewfurt,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Regular,Romance,Smart TV,High,9
443,444,Brent Key,1957-04-24,Male,Gonzalezland,2024-01-08,2025-01-07,Annual,Amex,Manual,Frequent,Romance,Smart TV,Medium,5
444,445,Matthew Perez,1943-01-25,Female,Rachelbury,2024-03-07,2025-03-07,Annual,Amex,Auto-renew,Occasional,Action,Smartphone,Medium,0
445,446,Anne Green,1936-09-11,Male,South Alexander,2024-03-09,2025-03-09,Annual,Mastercard,Auto-renew,Regular,Romance,Smartphone,Medium,7
446,447,Dawn Parker,2000-12-15,Male,Andrewville,2024-01-29,2025-01-28,Monthly,Mastercard,Manual,Occasional,Romance,Smartphone,Medium,10
447,448,Jennifer French,1944-01-20,Female,East Sheryl,2024-02-04,2025-02-03,Annual,Visa,Auto-renew,Frequent,Romance,Smartphone,Medium,7
448,449,Jerry Cross,1956-06-02,Female,West Jasmine,2024-02-29,2025-02-28,Annual,Mastercard,Manual,Regular,Action,Smart TV,High,7
449,450,Michael Collins,1935-11-18,Female,Thompsonton,2024-02-28,2025-02-27,Annual,Amex,Manual,Frequent,Drama,Smartphone,Low,4
450,451,Jessica Fleming,1934-03-19,Male,South Christopherburgh,2024-03-12,2025-03-12,Annual,Mastercard,Manual,Regular,Drama,Tablet,Medium,2
451,452,James Horn,1957-06-04,Male,Maureenmouth,2024-03-14,2025-03-14,Annual,Mastercard,Manual,Occasional,Action,Smartphone,High,10
452,453,David Simpson,1982-12-29,Male,Jamesview,2024-01-21,2025-01-20,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Tablet,Low,1
453,454,James Perez,1989-01-30,Female,Riceton,2024-01-27,2025-01-26,Monthly,Visa,Auto-renew,Frequent,Action,Smartphone,High,5
454,455,Vincent Alvarado,1940-02-20,Female,Cassandramouth,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Drama,Smartphone,High,6
455,456,Nancy Clark,1989-11-12,Male,East Thomasfort,2024-03-23,2025-03-23,Annual,Visa,Manual,Regular,Drama,Smartphone,Low,8
456,457,Jackson Owens,1954-03-26,Female,Clarenceborough,2024-02-29,2025-02-28,Monthly,Visa,Manual,Frequent,Documentary,Smart TV,High,1
457,458,Megan Castaneda,2006-03-03,Male,Wellsville,2024-03-26,2025-03-26,Monthly,Visa,Manual,Occasional,Drama,Tablet,Medium,9
458,459,Kristina Barrera,1986-04-21,Female,Smithview,2024-04-03,2025-04-03,Annual,Visa,Manual,Regular,Comedy,Smart TV,High,1
459,460,Keith Harding,1967-03-26,Male,Larryside,2024-01-26,2025-01-25,Monthly,Amex,Manual,Occasional,Documentary,Tablet,High,10
460,461,John Smith,1969-04-07,Male,Lake Amber,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Romance,Smartphone,Low,0
461,462,Cindy Valenzuela,1975-01-27,Male,Jorgechester,2024-04-04,2025-04-04,Annual,Visa,Auto-renew,Occasional,Documentary,Smart TV,Low,6
462,463,David Edwards,1974-06-19,Male,Pachecoville,2024-04-14,2025-04-14,Monthly,Mastercard,Manual,Regular,Comedy,Smart TV,Medium,3
463,464,Mark Ruiz,1944-12-07,Female,Gonzalezshire,2024-01-21,2025-01-20,Monthly,Amex,Auto-renew,Regular,Sci-Fi,Smartphone,High,3
464,465,Amanda Dunn,1980-08-28,Female,Craigberg,2024-02-04,2025-02-03,Annual,Mastercard,Auto-renew,Occasional,Action,Tablet,Low,9
465,466,Thomas Jones,1988-01-26,Female,Jamesshire,2024-03-11,2025-03-11,Monthly,Mastercard,Manual,Occasional,Action,Tablet,High,0
466,467,Joseph Payne,1997-10-12,Female,Lake Shelley,2024-01-11,2025-01-10,Annual,Amex,Manual,Regular,Sci-Fi,Smartphone,High,6
467,468,Krista Franklin,1989-10-21,Female,Adriennemouth,2024-01-26,2025-01-25,Annual,Mastercard,Auto-renew,Occasional,Action,Tablet,Medium,2
468,469,Dwayne Lopez,1985-07-18,Female,East Jodyview,2024-01-10,2025-01-09,Monthly,Mastercard,Auto-renew,Regular,Documentary,Smart TV,Medium,9
469,470,Jesse Pacheco,1969-12-28,Male,Amandaville,2024-02-03,2025-02-02,Annual,Amex,Manual,Frequent,Documentary,Smartphone,Low,10
470,471,Jose Benson,2001-06-30,Female,Bushhaven,2024-04-14,2025-04-14,Annual,Amex,Manual,Frequent,Comedy,Smart TV,Low,0
471,472,Michelle Dorsey,1952-09-22,Female,New Katelyn,2024-04-10,2025-04-10,Annual,Amex,Manual,Regular,Drama,Tablet,Medium,2
472,473,Jesse Zavala,1961-12-17,Male,South Trevor,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Regular,Comedy,Smart TV,Low,3
473,474,John Brown,1981-12-09,Male,Richardsmouth,2024-02-03,2025-02-02,Monthly,Mastercard,Manual,Regular,Action,Smart TV,High,7
474,475,Scott Leblanc,1944-09-17,Female,East Victoria,2024-03-26,2025-03-26,Monthly,Amex,Manual,Occasional,Sci-Fi,Smartphone,Low,1
475,476,Lisa Thomas,1973-09-04,Male,West Nicole,2024-02-10,2025-02-09,Annual,Visa,Manual,Frequent,Drama,Smartphone,Medium,4
476,477,Dennis Moore,2005-10-15,Female,Lake Andreabury,2024-03-24,2025-03-24,Monthly,Mastercard,Manual,Occasional,Documentary,Tablet,High,2
477,478,Corey Nolan,1974-07-02,Female,Lake Brenda,2024-03-27,2025-03-27,Monthly,Mastercard,Manual,Regular,Romance,Smart TV,High,6
478,479,Erin Osborn,1983-09-27,Female,Lake Joe,2024-02-12,2025-02-11,Annual,Visa,Manual,Regular,Documentary,Smart TV,High,6
479,480,Juan Frederick,2005-10-28,Female,Sallyburgh,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Regular,Drama,Smart TV,High,10
480,481,Alexandra Duffy,1992-04-03,Female,Fordhaven,2024-04-08,2025-04-08,Monthly,Visa,Auto-renew,Occasional,Drama,Smartphone,High,6
481,482,Wanda Kim,1943-05-01,Female,Lake Michaelmouth,2024-02-15,2025-02-14,Monthly,Visa,Auto-renew,Frequent,Drama,Smart TV,Low,5
482,483,Timothy Henry,1964-05-02,Female,South Elizabeth,2024-03-24,2025-03-24,Monthly,Amex,Manual,Occasional,Documentary,Tablet,Medium,8
483,484,Mr. Michael Hunt,1992-09-30,Female,Tiffanyshire,2024-03-03,2025-03-03,Monthly,Amex,Manual,Occasional,Action,Smart TV,High,6
484,485,Todd Bates,1957-06-15,Female,Reneefurt,2024-04-11,2025-04-11,Monthly,Mastercard,Auto-renew,Occasional,Horror,Tablet,High,1
485,486,William Gilmore,1970-01-17,Male,South Richard,2024-04-13,2025-04-13,Annual,Amex,Manual,Regular,Sci-Fi,Smart TV,High,10
486,487,Mr. Steven Mitchell MD,2000-06-20,Female,South Mikemouth,2024-02-29,2025-02-28,Monthly,Amex,Auto-renew,Regular,Drama,Tablet,Medium,7
487,488,Norma Khan,1960-01-13,Male,Port Shannon,2024-03-30,2025-03-30,Monthly,Amex,Manual,Frequent,Romance,Tablet,Medium,2
488,489,Diana Chavez,1943-07-23,Male,South Richard,2024-03-11,2025-03-11,Monthly,Amex,Auto-renew,Occasional,Comedy,Tablet,Low,3
489,490,Christopher Tran,1994-12-01,Male,West Laurie,2024-01-08,2025-01-07,Annual,Amex,Manual,Occasional,Sci-Fi,Tablet,High,1
490,491,Christina Murphy,1950-10-02,Male,East Ianchester,2024-04-08,2025-04-08,Annual,Visa,Auto-renew,Regular,Drama,Tablet,Low,1
491,492,Taylor Snow,1981-10-05,Male,New Elizabeth,2024-02-28,2025-02-27,Monthly,Visa,Auto-renew,Occasional,Horror,Tablet,High,1
492,493,Kelly Adams,1985-09-18,Female,Rachelside,2024-02-01,2025-01-31,Annual,Visa,Manual,Frequent,Drama,Tablet,High,2
493,494,Seth Wagner,1946-09-25,Female,West Lynn,2024-01-03,2025-01-02,Monthly,Mastercard,Auto-renew,Regular,Drama,Tablet,Medium,0
494,495,Robert Jones,1965-06-04,Male,New Robertview,2024-01-18,2025-01-17,Annual,Mastercard,Auto-renew,Frequent,Sci-Fi,Tablet,Medium,2
495,496,Stephanie Olsen,1975-11-24,Male,East Amandaport,2024-04-13,2025-04-13,Monthly,Visa,Manual,Occasional,Drama,Smartphone,High,4
496,497,Lori Palmer,1978-08-06,Female,Lake Alexisborough,2024-03-17,2025-03-17,Annual,Visa,Manual,Occasional,Romance,Smartphone,High,2
497,498,Richard Anderson,1965-09-29,Female,Dawnborough,2024-03-30,2025-03-30,Monthly,Visa,Auto-renew,Frequent,Action,Smartphone,Medium,6
498,499,Richard Scott,1970-04-20,Female,Port Latoyamouth,2024-01-09,2025-01-08,Monthly,Visa,Manual,Frequent,Romance,Tablet,High,9
499,500,Christopher Wilson MD,1943-04-27,Female,Jacksonborough,2024-04-07,2025-04-07,Monthly,Mastercard,Auto-renew,Occasional,Sci-Fi,Smart TV,Medium,2
500,501,Joshua Andrade,1933-05-04,Male,Castroville,2024-03-10,2025-03-10,Annual,Mastercard,Manual,Frequent,Comedy,Smartphone,Low,10
501,502,Julie Anderson,1947-12-03,Female,Port James,2024-02-14,2025-02-13,Annual,Mastercard,Auto-renew,Regular,Action,Smartphone,Low,7
502,503,Steven Joseph,1956-10-08,Male,Conradton,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Frequent,Drama,Tablet,Low,3
503,504,Natasha Maldonado,1998-06-20,Female,Michaelborough,2024-03-06,2025-03-06,Monthly,Visa,Manual,Frequent,Sci-Fi,Tablet,High,3
504,505,Sharon Casey,1988-09-05,Male,Lake Daniel,2024-01-08,2025-01-07,Annual,Visa,Auto-renew,Frequent,Horror,Smartphone,Low,5
505,506,Christopher Boyle,1978-05-31,Female,Port Paula,2024-04-06,2025-04-06,Annual,Visa,Manual,Frequent,Sci-Fi,Smartphone,High,9
506,507,Mackenzie Fernandez,2005-03-05,Female,East Justin,2024-03-07,2025-03-07,Annual,Visa,Manual,Occasional,Romance,Smart TV,Medium,6
507,508,Elizabeth Chen,1973-06-21,Female,Phillipston,2024-03-11,2025-03-11,Monthly,Visa,Manual,Occasional,Comedy,Smartphone,High,6
508,509,Natasha Jensen,1982-04-05,Female,North Amy,2024-02-23,2025-02-22,Monthly,Mastercard,Manual,Frequent,Horror,Tablet,Low,1
509,510,Sarah Baker,1984-01-17,Female,East Lukeburgh,2024-03-13,2025-03-13,Monthly,Visa,Auto-renew,Frequent,Action,Smartphone,High,10
510,511,Samuel Decker,2003-06-05,Female,Hurstshire,2024-03-24,2025-03-24,Monthly,Visa,Auto-renew,Frequent,Comedy,Smartphone,High,2
511,512,Emily Jenkins,1962-02-11,Male,West Gabriellaborough,2024-01-07,2025-01-06,Annual,Visa,Manual,Occasional,Horror,Smart TV,Medium,10
512,513,Tyler Brown,1991-11-13,Female,North Lisaport,2024-02-14,2025-02-13,Annual,Amex,Manual,Frequent,Comedy,Tablet,Low,8
513,514,Danielle Boyer,1996-07-21,Male,North Michael,2024-03-06,2025-03-06,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Tablet,Medium,7
514,515,Michael Smith,1946-06-09,Male,South Christopher,2024-01-05,2025-01-04,Monthly,Amex,Auto-renew,Regular,Action,Smartphone,Medium,3
515,516,David Brown,2005-11-30,Female,Port Marymouth,2024-01-06,2025-01-05,Annual,Amex,Manual,Frequent,Documentary,Tablet,Low,5
516,517,Amanda Howard,1967-02-13,Male,Port Paul,2024-03-03,2025-03-03,Annual,Visa,Auto-renew,Occasional,Comedy,Smart TV,Low,7
517,518,Michael Escobar,1969-09-21,Male,East Mary,2024-02-02,2025-02-01,Annual,Mastercard,Auto-renew,Regular,Romance,Smart TV,Medium,8
518,519,Carolyn Kennedy,1989-08-29,Male,West Robert,2024-01-06,2025-01-05,Monthly,Visa,Manual,Occasional,Action,Smartphone,Medium,7
519,520,Zachary Jackson,1950-11-03,Male,Port Robertstad,2024-03-26,2025-03-26,Monthly,Mastercard,Auto-renew,Occasional,Action,Tablet,Medium,9
520,521,Corey Williams,1958-01-14,Female,New Shelbyton,2024-02-15,2025-02-14,Monthly,Visa,Auto-renew,Regular,Sci-Fi,Smart TV,Low,1
521,522,Brittany Nguyen,2002-07-15,Female,Martinezview,2024-01-12,2025-01-11,Annual,Mastercard,Manual,Occasional,Drama,Tablet,Low,0
522,523,Sherri Clark,1990-07-17,Male,North Ryanmouth,2024-04-09,2025-04-09,Monthly,Amex,Manual,Frequent,Horror,Tablet,Low,7
523,524,Jennifer Williams,1945-02-01,Female,Gonzalesborough,2024-02-21,2025-02-20,Annual,Mastercard,Auto-renew,Occasional,Documentary,Smartphone,High,7
524,525,Jasmin Grant,1981-07-26,Female,Lake Lisabury,2024-02-15,2025-02-14,Monthly,Mastercard,Auto-renew,Occasional,Horror,Tablet,Low,10
525,526,Teresa Cooper,1979-10-30,Female,Johnsonchester,2024-02-23,2025-02-22,Monthly,Mastercard,Manual,Occasional,Comedy,Smart TV,High,8
526,527,Eric Johnson,1948-05-07,Female,South James,2024-01-22,2025-01-21,Annual,Amex,Auto-renew,Regular,Action,Smart TV,High,3
527,528,Lisa Jones,1963-02-11,Male,Tuckerport,2024-02-15,2025-02-14,Annual,Visa,Auto-renew,Frequent,Action,Tablet,Low,10
528,529,Charles Williams,1975-06-16,Female,New Cynthiahaven,2024-01-07,2025-01-06,Annual,Visa,Manual,Occasional,Romance,Tablet,High,10
529,530,Christian Estrada,1933-07-15,Female,Lynchbury,2024-02-18,2025-02-17,Monthly,Visa,Auto-renew,Frequent,Comedy,Tablet,High,7
530,531,Martha Parks,1950-11-09,Female,East Joel,2024-01-19,2025-01-18,Monthly,Mastercard,Auto-renew,Frequent,Horror,Smart TV,Low,7
531,532,Crystal Moore,1954-11-08,Male,Shannonport,2024-01-11,2025-01-10,Monthly,Amex,Auto-renew,Frequent,Sci-Fi,Tablet,Low,8
532,533,Ronald Ferrell III,1968-12-03,Female,Klineland,2024-03-19,2025-03-19,Annual,Mastercard,Auto-renew,Frequent,Documentary,Smartphone,High,4
533,534,Olivia Patton,1985-10-14,Male,Jeffersonfurt,2024-01-25,2025-01-24,Monthly,Mastercard,Auto-renew,Occasional,Sci-Fi,Smart TV,Low,5
534,535,Bianca Stevenson,1939-04-08,Male,Ricardoburgh,2024-01-04,2025-01-03,Annual,Amex,Auto-renew,Regular,Documentary,Tablet,Low,5
535,536,Shane Gregory,1967-02-11,Female,East Caitlin,2024-02-03,2025-02-02,Monthly,Visa,Auto-renew,Frequent,Documentary,Smartphone,Medium,3
536,537,James Nicholson,1981-11-15,Male,West Shawnside,2024-02-15,2025-02-14,Monthly,Visa,Auto-renew,Regular,Horror,Tablet,High,8
537,538,Sheila Franco,1960-10-14,Female,East Daniel,2024-03-22,2025-03-22,Monthly,Mastercard,Manual,Frequent,Documentary,Tablet,Medium,10
538,539,Cody Schultz,1980-06-25,Male,New Joshua,2024-03-28,2025-03-28,Annual,Visa,Auto-renew,Occasional,Documentary,Smart TV,Medium,5
539,540,Travis Alvarado,1960-05-21,Male,Haynesburgh,2024-01-13,2025-01-12,Monthly,Visa,Manual,Frequent,Horror,Smartphone,Medium,7
540,541,Elizabeth Espinoza,1952-03-19,Female,West Charlotteberg,2024-01-25,2025-01-24,Annual,Visa,Auto-renew,Frequent,Comedy,Smartphone,Low,8
541,542,Carrie Glover,1963-09-07,Female,Jonesmouth,2024-03-02,2025-03-02,Monthly,Amex,Manual,Occasional,Comedy,Tablet,High,7
542,543,Christopher Wilson,1970-03-09,Male,East Kayla,2024-03-12,2025-03-12,Monthly,Amex,Manual,Regular,Documentary,Smartphone,High,10
543,544,Tanya Moreno,2006-01-11,Female,Port Jamieborough,2024-02-03,2025-02-02,Annual,Visa,Auto-renew,Occasional,Horror,Smart TV,Medium,0
544,545,Jason Mckinney,1978-08-06,Male,Smithstad,2024-04-01,2025-04-01,Annual,Mastercard,Manual,Occasional,Documentary,Tablet,Medium,6
545,546,Tommy Foster,1972-02-20,Male,New Kim,2024-02-28,2025-02-27,Annual,Visa,Manual,Regular,Drama,Tablet,Low,8
546,547,Vincent Tran,1938-01-30,Male,Jasonland,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Occasional,Horror,Smartphone,Low,4
547,548,Dr. Jose Moran,1960-04-06,Male,Palmermouth,2024-03-15,2025-03-15,Monthly,Visa,Manual,Regular,Action,Smart TV,Medium,10
548,549,Randy Herring,1957-10-21,Female,South Angelicaburgh,2024-04-07,2025-04-07,Monthly,Visa,Manual,Regular,Comedy,Smart TV,Medium,3
549,550,Carrie Tucker,1976-09-14,Male,Jamesshire,2024-02-20,2025-02-19,Monthly,Visa,Manual,Regular,Horror,Smartphone,Low,2
550,551,Alan Walker,1954-07-01,Female,Richardchester,2024-02-01,2025-01-31,Monthly,Amex,Manual,Frequent,Drama,Tablet,Low,9
551,552,Michael Black,1994-08-12,Female,Meganbury,2024-02-29,2025-02-28,Annual,Mastercard,Manual,Regular,Drama,Smartphone,Low,3
552,553,Ann Schultz,1990-03-02,Male,Mullinsmouth,2024-01-12,2025-01-11,Monthly,Mastercard,Manual,Regular,Action,Tablet,Medium,8
553,554,Richard Sanchez,1941-01-21,Male,Stanleyberg,2024-01-29,2025-01-28,Monthly,Mastercard,Auto-renew,Occasional,Romance,Smart TV,Medium,10
554,555,Teresa Berry,1986-06-26,Female,Marktown,2024-03-06,2025-03-06,Monthly,Mastercard,Manual,Occasional,Romance,Smartphone,Medium,1
555,556,Phillip Williams,1986-10-25,Female,Cortezmouth,2024-01-13,2025-01-12,Annual,Visa,Auto-renew,Occasional,Comedy,Tablet,Low,7
556,557,Tyler Fox,1974-04-07,Male,Lake Pamela,2024-03-16,2025-03-16,Monthly,Visa,Auto-renew,Regular,Documentary,Smart TV,High,3
557,558,Ms. Sarah Scott,1997-05-30,Male,Paceshire,2024-01-26,2025-01-25,Annual,Mastercard,Auto-renew,Occasional,Drama,Smart TV,Low,6
558,559,Jennifer Watson,1936-08-06,Female,Peggyville,2024-04-11,2025-04-11,Monthly,Visa,Auto-renew,Regular,Horror,Smart TV,Medium,2
559,560,Christopher Hernandez,1992-08-08,Female,South Courtney,2024-03-30,2025-03-30,Annual,Amex,Manual,Frequent,Action,Smart TV,High,7
560,561,Jennifer Olson,1977-02-14,Male,Port Suzannechester,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Frequent,Action,Tablet,Medium,8
561,562,Daniel Webster,1955-07-12,Female,Tracyfurt,2024-01-18,2025-01-17,Monthly,Amex,Auto-renew,Frequent,Romance,Tablet,Low,10
562,563,Cheryl Ball,1972-07-14,Female,Cynthiamouth,2024-03-27,2025-03-27,Monthly,Amex,Manual,Frequent,Comedy,Smart TV,Medium,4
563,564,Ronald Humphrey,1968-08-09,Male,North John,2024-01-01,2024-12-31,Annual,Mastercard,Manual,Regular,Romance,Tablet,High,1
564,565,Kara Evans,1986-11-09,Female,West Phillipstad,2024-03-04,2025-03-04,Monthly,Visa,Manual,Regular,Drama,Smartphone,Medium,7
565,566,Karen Case,1934-05-08,Male,Port Tiffanyberg,2024-03-14,2025-03-14,Monthly,Amex,Manual,Regular,Romance,Tablet,Low,5
566,567,Benjamin Murray,1953-04-07,Male,Gomezland,2024-01-14,2025-01-13,Annual,Mastercard,Manual,Frequent,Action,Smart TV,High,10
567,568,Heidi Lewis,1999-07-11,Male,West Jamesside,2024-03-09,2025-03-09,Annual,Amex,Auto-renew,Occasional,Sci-Fi,Tablet,Low,4
568,569,Stacey Cook,1953-07-19,Female,Jessicafort,2024-01-20,2025-01-19,Monthly,Mastercard,Manual,Regular,Documentary,Tablet,High,7
569,570,Michael Rivera,1982-03-08,Male,Ryanville,2024-03-11,2025-03-11,Annual,Amex,Auto-renew,Frequent,Comedy,Smartphone,High,5
570,571,Casey Jones,1989-01-12,Female,Saundersstad,2024-01-26,2025-01-25,Monthly,Visa,Manual,Regular,Drama,Tablet,High,6
